https://www.udemy.com/course/ureadup_sds/,"Data analysis FAQ related to interview questions in your career . Four main things you should know them in data analysis and business analysis HYPOTHESIS TESTING Normal distribution and standard normal  in details using Z table . Sampling distribution with practical simulation apps and answering of important technical questions . Confidence level and Confidence interval . What is t distribution ? ( with projects ) Inferential and Descriptive statistics with collection of important quizzes and examples . One sample mean t test . Two sample means t test . How to calculate P value using manual and direct method ? What is after data analysis ? TWO PROJECTS  related to hypothesis testing Null hypothesis and alternative hypothesis . What is P value ? Data types and Why we need to study data types ? What is Type one error ? Relationship between Type one error and Alpha ( non confident probability ) Is Normal distribution and t distributions are cousins ? Projects like Estimation of goals in premier league ( using confidence interval ) , and more .. and more to learn it Ice Cola example with student's t distribution . Help fisherman to catch Tuna using sampling distribution What is ""double edged sword of statistics"" ? Is programming something mandatory to learn data analysis and business analysis ? Which programming languages i should start with it ? Practical significance versus statistical significance , and more to learn .. and more to learn it ",Statistics & Applied Data Science - Business Data Analysis,4.9
https://www.udemy.com/course/tableau10/,"Install Tableau Desktop 10 Connect Tableau to various Datasets: Excel and CSV files Create Barcharts Create Area Charts Create Maps Create Scatterplots Create Piecharts Create Treemaps Create Interactive Dashboards Create Storylines Understand Types of Joins and how they work Work with Data Blending in Tableau Create Table Calculations Work with Parameters Create Dual Axis Charts Create Calculated Fields Create Calculated Fields in a Blend Export Results from Tableau into Powerpoint, Word, and other software Work with Timeseries Data (two methods) Creating Data Extracts in Tableau Understand Aggregation, Granularity, and Level of Detail Adding Filters and Quick Filters Create Data Hierarchies Adding Actions to Dashboards (filters & highlighting) Assigning Geographical Roles to Data Elements Advanced Data Preparation (including latest updates in Tableau 9) ",Tableau 10 A-Z: Hands-On Tableau Training For Data Science!,4.6
https://www.udemy.com/course/tableau10-advanced/,Create and use Groups Understand the difference between Groups and Sets Create and use Static Sets Create and use Dynamic Sets Combine Sets into more Sets Use Sets as filters Create Sets via Formulas Control Sets with Parameters Control Reference Lines with Parameters Use multiple fields in the colour property Create highly interactive Dashboards Develop an intrinsic understanding of how table calculations work Use Quick Table calculations Write your own Table calculations Combine multiple layers of Table Calculations Use Table Calculations as filters Use trendlines to interrogate data Perform Data Mining in Tableau Create powerful storylines for presentation to Executives Create powerful storylines for presentation to Executives Understand Level Of Details Implement Advanced Mapping Techniques,Tableau 10 Advanced Training: Master Tableau in Data Science,4.7
https://www.udemy.com/course/r-programming/,"Learn to program in R at a good level Learn how to use R Studio Learn the core principles of programming Learn how to create vectors in R Learn how to create variables Learn about integer, double, logical, character and other types in R Learn how to create a while() loop and a for() loop in R Learn how to build and use matrices in R Learn the matrix() function, learn rbind() and cbind() Learn how to install packages in R Learn how to customize R studio to suit your preferences Understand the Law of Large Numbers Understand the Normal distribution Practice working with statistical data in R Practice working with financial data in R Practice working with sports data in R ",R Programming A-Z™: R For Data Science With Real Exercises!,4.6
https://www.udemy.com/course/python-for-data-science-and-machine-learning-bootcamp/,Use Python for Data Science and Machine Learning Use Spark for Big Data Analysis Implement Machine Learning Algorithms Learn to use NumPy for Numerical Data Learn to use Pandas for Data Analysis Learn to use Matplotlib for Python Plotting Learn to use Seaborn for statistical plots Use Plotly for interactive dynamic visualizations Use SciKit-Learn for Machine Learning Tasks K-Means Clustering Logistic Regression Linear Regression Random Forest and Decision Trees Natural Language Processing and Spam Filters Neural Networks Support Vector Machines,Python for Data Science and Machine Learning Bootcamp,4.6
https://www.udemy.com/course/tableau-2018/,"Install Tableau 2018 Connect Tableau to various Datasets: Excel and CSV files Create Barcharts Create Area Charts Create Maps Create Scatterplots Create Piecharts Create Treemaps Create Interactive Dashboards Create Storylines Understand Types of Joins and how they work Work with Data Blending in Tableau Create Table Calculations Work with Parameters Create Dual Axis Charts Create Calculated Fields Create Calculated Fields in a Blend Export Results from Tableau into Powerpoint, Word, and other software Work with Timeseries Data (two methods) Creating Data Extracts in Tableau Understand Aggregation, Granularity, and Level of Detail Adding Filters Create Data Hierarchies Adding Actions to Dashboards (filters & highlighting) Assigning Geographical Roles to Data Elements Advanced Data Preparation ",TABLEAU 2018: Hands-On Tableau Training For Data Science!,4.7
https://www.udemy.com/course/r-analytics/,"Perform Data Preparation in R Identify missing records in dataframes Locate missing data in your dataframes Apply the Median Imputation method to replace missing records Apply the Factual Analysis method to replace missing records Understand how to use the which() function Know how to reset the dataframe index Work with the gsub() and sub() functions for replacing strings Explain why NA is a third type of logical constant Deal with date-times in R Convert date-times into POSIXct time format Create, use, append, modify, rename, access and subset Lists in R Understand when to use [] and when to use [[]] or the $ sign when working with Lists Create a timeseries plot in R Understand how the Apply family of functions works Recreate an apply statement with a for() loop Use apply() when working with matrices Use lapply() and sapply() when working with lists and vectors Add your own functions into apply statements Nest apply(), lapply() and sapply() functions within each other Use the which.max() and which.min() functions ",R Programming: Advanced Analytics In R For Data Science,4.6
https://www.udemy.com/course/recommender-systems/,"Understand and implement accurate recommendations for your users using simple and state-of-the-art algorithms Big data matrix factorization on Spark with an AWS EC2 cluster Matrix factorization / SVD in pure Numpy Matrix factorization in Keras Deep neural networks, residual networks, and autoencoder in Keras Restricted Boltzmann Machine in Tensorflow ",Recommender Systems and Deep Learning in Python,4.6
https://www.udemy.com/course/datascience/,"Successfully perform all steps in a complex Data Science project Create Basic Tableau Visualisations Perform Data Mining in Tableau Understand how to apply the Chi-Squared statistical test Apply Ordinary Least Squares method to Create Linear Regressions Assess R-Squared for all types of models Assess the Adjusted R-Squared for all types of models Create a Simple Linear Regression (SLR) Create a Multiple Linear Regression (MLR) Create Dummy Variables Interpret coefficients of an MLR Read statistical software output for created models Use Backward Elimination, Forward Selection, and Bidirectional Elimination methods to create statistical models Create a Logistic Regression Intuitively understand a Logistic Regression Operate with False Positives and False Negatives and know the difference Read a Confusion Matrix Create a Robust Geodemographic Segmentation Model Transform independent variables for modelling purposes Derive new independent variables for modelling purposes Check for multicollinearity using VIF and the correlation matrix Understand the intuition of multicollinearity Apply the Cumulative Accuracy Profile (CAP) to assess models Build the CAP curve in Excel Use Training and Test data to build robust models Derive insights from the CAP curve Understand the Odds Ratio Derive business insights from the coefficients of a logistic regression Understand what model deterioration actually looks like Apply three levels of model maintenance to prevent model deterioration Install and navigate SQL Server Install and navigate Microsoft Visual Studio Shell Clean data and look for anomalies Use SQL Server Integration Services (SSIS) to upload data into a database Create Conditional Splits in SSIS Deal with Text Qualifier errors in RAW data Create Scripts in SQL Apply SQL to Data Science projects Create stored procedures in SQL Present Data Science projects to stakeholders ",Data Science A-Z™: Real-Life Data Science Exercises Included,4.5
https://www.udemy.com/course/data-science-and-machine-learning-bootcamp-with-r/,"Program in R Use R for Data Analysis Create Data Visualizations Use R to handle csv,excel,SQL files or web scraping Use R to manipulate data easily Use R for Machine Learning Algorithms Use R for Data Science ",Data Science and Machine Learning Bootcamp with R,4.6
